Ano,Mes,Maxima_Energia_Armazenada,Energia_Armazenada_Verificada,Porcentagem_Armazenamento_Total,Subsistema,Consumo_Mensal
2016,1,15041.0,2870.1290322580694,19.082258132580659,Norte,312532.2263888889
2016,1,203343.0,73432.0645161291,36.112257741935515,Sudeste / Centro-Oeste,2598767.7166666668
2016,1,20100.0,19174.032258064522,95.3948386412904,Sul,846396.6166666667
2016,2,51809.0,13726.379310344848,26.495517204482773,Nordeste,725526.75277777773
2016,2,15041.0,5964.2068965517237,39.653103006551767,Norte,289910.01944444445
2016,2,203343.0,97939.793103448275,48.165172708965542,Sudeste / Centro-Oeste,2443556.5541666667
2016,2,20100.0,19343.551724137928,96.23793108724135,Sul,839037.94861111115
2016,3,51809.0,17108.741935483893,33.022580730967725,Nordeste,837913.89722222218
2016,3,15041.0,7609.9354838709651,50.595161192258104,Norte,325045.72083333333
2016,3,203343.0,112250.19354838705,55.202580605483881,Sudeste / Centro-Oeste,2632549.0194444442
2016,3,20100.0,19483.354838709678,96.933225569354761,Sul,873981.62222222227
2016,4,51809.0,17540.933333333305,33.857999546666633,Nordeste,789023.91666666663
2016,4,15041.0,9427.0999999999967,62.676666768000011,Norte,301372.29166666669
2016,4,203343.0,118440.59999999985,58.24666671733339,Sudeste / Centro-Oeste,2671737.3333333335
2016,4,20100.0,18363.966666666653,91.364000193666641,Sul,851690.5
2016,5,51809.0,16177.258064516127,31.225161213870948,Nordeste,826984.54583333328
2016,5,15041.0,9626.7741935484173,64.004193830322578,Norte,325319.8125
2016,5,203343.0,116031.83870967735,57.061935301612905,Sudeste / Centro-Oeste,2581699.1166666667
2016,5,20100.0,17533.612903225818,87.232580614838781,Sul,820851.54027777782
2016,6,51809.0,14645.933333333314,28.268666585000013,Nordeste,784931.5
2016,6,15041.0,9189.7666666666646,61.099000295333326,Norte,311917.54166666669
2016,6,203343.0,115400.73333333348,56.751333491333355,Sudeste / Centro-Oeste,2407048.7083333335
2016,6,20100.0,18187.199999999983,90.484333038666634,Sul,764638.95833333337
2016,7,51809.0,12854.354838709653,24.811290248064505,Nordeste,789822.95138888888
2016,7,15041.0,8615.096774193551,57.27774220096773,Norte,330495.90833333333
2016,7,203343.0,109631.70967741932,53.915161502580631,Sudeste / Centro-Oeste,2448596.7416666667
2016,7,20100.0,17802.774193548379,88.57354785580651,Sul,789964.776388889
2016,8,51809.0,10852.419354838708,20.947096854516133,Nordeste,798200.22777777782
2016,8,15041.0,7615.9032258064517,50.6338710167742,Norte,334857.00555555557
2016,8,203343.0,98463.096774193531,48.422580472903256,Sudeste / Centro-Oeste,2488203.6333333333
2016,8,20100.0,17029.612903225829,84.725160906774164,Sul,778333.6625
2016,9,51809.0,8585.4666666666562,16.571333472000049,Nordeste,786038.70833333337
2016,9,15041.0,6551.4999999999964,43.558000055333352,Norte,321407.875
2016,9,203343.0,88163.466666666718,43.357000096333316,Sudeste / Centro-Oeste,2480225.6666666665
2016,9,20100.0,18008.666666666672,89.596667479999951,Sul,749191.20833333337
2016,10,51809.0,6513.25806451613,12.571612942258064,Nordeste,819495.54861111112
2016,10,15041.0,5208.1935483870911,34.626129273225864,Norte,334877.15555555554
2016,10,203343.0,75413.645161290231,37.087096921612883,Sudeste / Centro-Oeste,2547345.4333333331
2016,10,20100.0,15491.612903225816,77.074193646451576,Sul,756524.4305555555
